op_no,op_type,target_id,rows_returned,bytes_returned,elapsed_ns,majflt_delta,minflt_delta
1,read,3853,1,100,368953,2,6
2,read,203,1,100,3737,0,0
3,read,429391,1,100,346943,2,0
4,read,96,1,100,2404,0,0
5,read,16309,1,100,168827,1,0
6,read,1033,1,100,171252,1,0
7,read,895,1,100,2575,0,0
8,read,25,1,100,2224,0,0
9,read,50,1,100,2135,0,0
10,read,29,1,100,2114,0,0
11,read,8,1,100,1673,0,0
12,read,15,1,100,1763,0,0
13,read,10847,1,100,170070,1,0
14,read,224369,1,100,334568,2,0
15,read,1,1,100,1854,0,0
16,read,8220,1,100,173576,1,0
17,read,615,1,100,154520,1,0
18,read,1448,1,100,156604,1,0
19,read,1,1,100,1633,0,0
20,read,43,1,100,1813,0,0
21,read,7,1,100,1813,0,0
22,read,84,1,100,1974,0,0
23,read,90468,1,100,339398,2,0
24,read,412,1,100,2084,0,0
25,read,12,1,100,1663,0,0
26,read,541207,1,100,333397,2,0
27,read,95292,1,100,170691,1,0
28,read,222,1,100,1954,0,0
29,read,2,1,100,1663,0,0
30,read,1225,1,100,2715,0,1
31,read,9,1,100,2275,0,0
32,read,23929,1,100,176521,1,0
33,read,169632,1,100,333547,2,0
34,read,206270,1,100,344728,2,0
35,read,4204,1,100,2785,0,1
36,read,334,1,100,2144,0,0
37,read,59,1,100,1654,0,0
38,read,1,1,100,1593,0,0
39,read,3878,1,100,2314,0,0
40,read,7208,1,100,168166,1,0
41,read,674,1,100,2345,0,0
42,read,7606,1,100,141957,1,0
43,read,85,1,100,2024,0,0
44,read,1,1,100,1573,0,0
45,read,7,1,100,1603,0,0
46,read,393747,1,100,348726,2,0
47,read,37,1,100,1963,0,0
48,read,139421,1,100,347243,2,0
49,read,173,1,100,2214,0,0
50,read,89,1,100,1853,0,0
51,read,2327,1,100,166152,1,0
52,read,21610,1,100,180559,1,0
53,read,1,1,100,1653,0,0
54,read,1047,1,100,1723,0,0
55,read,79803,1,100,335841,2,0
56,read,59,1,100,1683,0,0
57,read,147,1,100,2134,0,0
58,read,124,1,100,1673,0,0
59,read,23056,1,100,164379,1,0
60,read,519750,1,100,338035,2,0
61,read,592046,1,100,307107,2,0
62,read,3061,1,100,165721,1,0
63,read,115368,1,100,335731,2,0
64,read,483,1,100,2314,0,0
65,read,22567,1,100,172554,1,0
66,read,662,1,100,1964,0,0
67,read,25,1,100,1643,0,0
68,read,124,1,100,1593,0,0
69,read,84050,1,100,174608,1,0
70,read,2,1,100,1653,0,0
71,read,165587,1,100,338997,2,0
72,read,293,1,100,2164,0,0
73,read,1,1,100,1573,0,0
74,read,4472,1,100,163186,1,0
75,read,43,1,100,1673,0,0
76,read,32,1,100,1713,0,0
77,read,3173,1,100,2054,0,0
78,read,14,1,100,1593,0,0
79,read,8,1,100,1562,0,0
80,read,10709,1,100,2024,0,0
81,read,12446,1,100,170190,1,0
82,read,3105,1,100,2405,0,0
83,read,4,1,100,1673,0,0
84,read,19,1,100,1923,0,0
85,read,3,1,100,1623,0,0
86,read,288811,1,100,350499,2,0
87,read,285,1,100,1763,0,0
88,read,2397,1,100,2144,0,0
89,read,275,1,100,2224,0,0
90,read,87242,1,100,172394,1,0
91,read,18295,1,100,172685,1,0
92,read,2,1,100,1683,0,0
93,read,13,1,100,1593,0,0
94,read,12,1,100,1583,0,0
95,read,405,1,100,1904,0,0
96,read,147,1,100,1603,0,0
97,read,5,1,100,1623,0,0
98,read,30042,1,100,333026,2,0
99,read,1,1,100,1633,0,0
100,read,3897,1,100,2144,0,0
101,read,2,1,100,1553,0,0
102,read,5894,1,100,170140,1,0
103,read,90963,1,100,2235,0,0
104,read,471,1,100,1954,0,0
105,read,807,1,100,2054,0,0
106,read,32,1,100,1583,0,0
107,read,62,1,100,1824,0,0
108,read,4,1,100,1562,0,0
109,read,195,1,100,1894,0,0
110,read,54641,1,100,332424,2,0
111,read,6,1,100,1673,0,0
112,read,32520,1,100,172023,1,0
113,read,171836,1,100,162205,1,0
114,read,2,1,100,1643,0,0
115,read,488648,1,100,354276,2,0
116,read,187,1,100,1824,0,0
117,read,27982,1,100,171512,1,0
118,read,3,1,100,1623,0,0
119,read,135957,1,100,164920,1,0
120,read,19643,1,100,187132,1,0
121,read,60657,1,100,170310,1,0
122,read,5255,1,100,151966,1,0
123,read,338,1,100,1934,0,0
124,read,3,1,100,1583,0,0
125,read,226,1,100,1753,0,0
126,read,61,1,100,1643,0,0
127,read,9,1,100,1573,0,0
128,read,894,1,100,1643,0,0
129,read,1840,1,100,121759,1,0
130,read,143896,1,100,171181,1,0
131,read,8399,1,100,2936,0,1
132,read,776,1,100,2003,0,0
133,read,89,1,100,1603,0,0
134,read,11672,1,100,175380,1,0
135,read,1063,1,100,1934,0,0
136,read,198521,1,100,166373,1,0
137,read,30,1,100,1663,0,0
138,read,14410,1,100,169789,1,0
139,read,23846,1,100,2114,0,0
140,read,1170,1,100,2044,0,0
141,read,26,1,100,1683,0,0
142,read,1,1,100,1583,0,0
143,read,21,1,100,1713,0,0
144,read,36,1,100,1643,0,0
145,read,56,1,100,1833,0,0
146,read,10935,1,100,2685,0,1
147,read,23925,1,100,1874,0,0
148,read,83,1,100,1684,0,0
149,read,34774,1,100,168537,1,0
150,read,470644,1,100,352152,2,0
151,read,3,1,100,1663,0,0
152,read,1158,1,100,1773,0,0
153,read,10462,1,100,2655,0,1
154,read,125,1,100,1903,0,0
155,read,2,1,100,1573,0,0
156,read,15,1,100,1563,0,0
157,read,474,1,100,1723,0,0
158,read,799,1,100,1673,0,0
159,read,369,1,100,2214,0,0
160,read,63684,1,100,336683,2,0
161,read,103,1,100,2184,0,0
162,read,1,1,100,1573,0,0
163,read,145,1,100,1753,0,0
164,read,106393,1,100,343836,2,0
165,read,212,1,100,1863,0,0
166,read,430,1,100,1854,0,0
167,read,1,1,100,1582,0,0
168,read,9,1,100,1593,0,0
169,read,1,1,100,1543,0,0
170,read,26594,1,100,171382,1,0
171,read,4738,1,100,3096,0,1
172,read,7,1,100,1593,0,0
173,read,383948,1,100,346932,2,0
174,read,10,1,100,1734,0,0
175,read,9,1,100,1583,0,0
176,read,379388,1,100,172855,1,0
177,read,216,1,100,1693,0,0
178,read,1,1,100,1563,0,0
179,read,4552,1,100,1863,0,0
180,read,44099,1,100,329610,2,0
181,read,5,1,100,1653,0,0
182,read,2,1,100,1583,0,0
183,read,23,1,100,1613,0,0
184,read,138,1,100,1613,0,0
185,read,1,1,100,1543,0,0
186,read,54273,1,100,2615,0,1
187,read,480063,1,100,179878,1,0
188,read,4,1,100,1663,0,0
189,read,145,1,100,1593,0,0
