workload,db,strategy,arm,ra_kb,rep,warmup,cold_pct,delivery_pct,first_query_us,preproc_us,e2e_us,avg_us,majflt,minflt,load,memavail_kb
C,vacuum,layers_16,async,128,1,1,0.00,100.00,893.18,317.13,1210.31,1.53,14.00,33.00,1.93,54011860
C,vacuum,layers_24,pread,128,1,1,0.00,100.00,893.64,2253.69,3147.33,1.52,14.00,33.00,1.93,54011200
C,vacuum,layers_24,async,128,1,1,0.00,100.00,868.33,323.05,1191.38,1.55,14.00,33.00,1.93,54003352
C,vacuum,layers_32,pread,128,1,1,0.00,100.00,822.39,2863.08,3685.47,1.56,14.00,33.00,1.93,54010880
C,vacuum,layers_32,async,128,1,1,0.00,100.00,900.41,309.79,1210.20,1.53,14.00,33.00,1.93,54010172
C,vacuum,layers_46,pread,128,1,1,0.00,100.00,899.66,4044.69,4944.35,1.53,14.00,33.00,1.93,54009604
C,vacuum,layers_46,async,128,1,1,0.00,100.00,858.84,314.10,1172.94,1.53,14.00,33.00,1.93,54011072
C,vacuum,layers_64,pread,128,1,1,0.00,100.00,504.44,5655.89,6160.33,1.53,14.00,36.00,1.94,53991936
C,vacuum,layers_64,async,128,1,1,0.00,100.00,504.20,393.92,898.12,1.55,14.00,36.00,1.94,53994116
C,vacuum,layers_92,pread,128,1,1,0.00,100.00,462.22,7523.99,7986.21,1.53,14.00,36.00,1.94,54005412
C,vacuum,layers_92,async,128,1,1,0.00,100.00,471.14,388.24,859.38,1.52,14.00,36.00,1.94,54006420
C,ta,layers_1,pread,128,1,1,0.00,100.00,820.12,268.69,1088.81,1.62,25.00,27.00,1.94,54006524
C,ta,layers_1,async,128,1,1,0.00,100.00,888.83,302.54,1191.37,1.62,25.00,27.00,1.94,54005068
C,ta,layers_2,pread,128,1,1,0.00,100.00,829.37,370.40,1199.77,1.62,25.00,27.00,1.94,54006020
C,ta,layers_2,async,128,1,1,0.00,100.00,820.17,294.16,1114.33,1.63,25.00,27.00,1.94,54006264
C,ta,layers_3,pread,128,1,1,0.00,100.00,824.79,368.04,1192.83,1.61,25.00,27.00,1.94,54005752
C,ta,layers_3,async,128,1,1,0.00,100.00,824.01,297.32,1121.33,1.61,25.00,27.00,1.94,54006340
C,ta,layers_4,pread,128,1,1,0.00,100.00,817.46,369.13,1186.59,1.62,25.00,27.00,1.94,54006516
C,ta,layers_4,async,128,1,1,0.00,100.00,835.18,302.17,1137.35,1.62,25.00,27.00,1.94,54006504
C,ta,layers_5,pread,128,1,1,0.00,100.00,820.56,478.32,1298.88,1.61,25.00,27.00,1.94,54006256
C,ta,layers_5,async,128,1,1,0.00,100.00,907.62,301.92,1209.54,1.61,25.00,27.00,1.94,54007120
C,ta,layers_6,pread,128,1,1,0.00,100.00,830.13,628.86,1458.99,1.64,25.00,27.00,1.94,54007232
C,ta,layers_6,async,128,1,1,0.00,100.00,905.88,264.99,1170.87,1.65,25.00,27.00,1.94,54007524
C,ta,layers_8,pread,128,1,1,0.00,100.00,906.34,634.52,1540.86,1.61,25.00,27.00,1.94,54007828
C,ta,layers_8,async,128,1,1,0.00,100.00,905.14,275.51,1180.65,1.62,25.00,27.00,1.94,54008332
C,ta,layers_12,pread,128,1,1,0.00,100.00,840.18,642.14,1482.32,1.62,25.00,27.00,1.94,54002620
C,ta,layers_12,async,128,1,1,0.00,100.00,979.34,311.95,1291.29,1.63,25.00,27.00,2.02,54016320
C,ta,layers_16,pread,128,1,1,0.00,100.00,813.51,850.26,1663.77,1.61,25.00,27.00,2.02,54015940
C,ta,layers_16,async,128,1,1,0.00,100.00,891.13,282.46,1173.59,1.61,25.00,27.00,2.02,54016920
C,ta,layers_24,pread,128,1,1,0.00,100.00,819.66,874.01,1693.67,1.62,25.00,27.00,2.02,54017448
C,ta,layers_24,async,128,1,1,0.00,100.00,890.65,284.21,1174.86,1.63,25.00,27.00,2.02,54030168
C,ta,layers_32,pread,128,1,1,0.00,100.00,887.06,954.50,1841.56,1.60,25.00,27.00,2.02,53985040
C,ta,layers_32,async,128,1,1,0.00,100.00,868.95,340.17,1209.12,1.62,25.00,27.00,2.02,53984652
C,ta,layers_46,pread,128,1,1,0.00,100.00,812.76,1004.67,1817.43,1.62,25.00,27.00,2.02,53984800
C,ta,layers_46,async,128,1,1,0.00,76.10,818.75,314.48,1133.23,1.62,25.00,27.00,2.02,53985428
C,ta,layers_64,pread,128,1,1,0.00,100.00,490.51,1043.95,1534.46,1.61,24.00,28.00,2.02,53984796
C,ta,layers_64,async,128,1,1,0.00,100.00,795.75,336.04,1131.79,1.63,25.00,27.00,2.02,53984900
C,ta,layers_92,pread,128,1,1,0.00,100.00,484.95,1049.30,1534.25,1.60,24.00,28.00,2.02,53984752
C,ta,layers_92,async,128,1,1,0.00,100.00,476.71,375.70,852.41,1.61,24.00,28.00,2.02,53986108
Z,orig,layers_1,pread,128,1,1,0.00,100.00,668.38,349.82,1018.20,1.46,3.00,9.00,2.02,53985364
Z,orig,layers_1,async,128,1,1,0.00,100.00,665.68,268.16,933.84,1.46,3.00,9.00,2.02,53985356
Z,orig,layers_2,pread,128,1,1,0.00,100.00,681.83,449.75,1131.58,1.46,3.00,9.00,2.02,53985212
Z,orig,layers_2,async,128,1,1,0.00,100.00,685.39,270.39,955.78,1.47,3.00,9.00,2.02,53985408
Z,orig,layers_3,pread,128,1,1,0.00,100.00,461.58,452.25,913.83,1.47,2.00,10.00,2.02,53984956
Z,orig,layers_3,async,128,1,1,0.00,100.00,667.87,264.09,931.96,1.49,3.00,9.00,2.02,53984668
Z,orig,layers_4,pread,128,1,1,0.00,100.00,161.57,546.48,708.05,1.48,1.00,11.00,2.02,53985212
Z,orig,layers_4,async,128,1,1,0.00,100.00,369.23,265.33,634.56,1.48,2.00,10.00,2.02,53985188
Z,orig,layers_5,pread,128,1,1,0.00,100.00,163.51,645.58,809.09,1.47,1.00,11.00,2.02,53986008
Z,orig,layers_5,async,128,1,1,0.00,100.00,378.77,268.67,647.44,1.47,2.00,10.00,2.02,53985280
Z,orig,layers_6,pread,128,1,1,0.00,100.00,163.59,710.73,874.32,1.46,1.00,11.00,2.02,53989316
Z,orig,layers_6,async,128,1,1,0.00,100.00,380.50,268.40,648.90,1.46,2.00,10.00,2.02,53990156
Z,orig,layers_8,pread,128,1,1,0.00,100.00,163.54,1023.33,1186.87,1.46,1.00,11.00,2.02,53989796
Z,orig,layers_8,async,128,1,1,0.00,100.00,335.25,307.12,642.37,1.48,2.00,10.00,2.02,53990452
Z,orig,layers_12,pread,128,1,1,0.00,100.00,163.82,1285.88,1449.70,1.45,1.00,11.00,2.02,53990436
Z,orig,layers_12,async,128,1,1,0.00,100.00,377.86,277.64,655.50,1.49,2.00,10.00,2.02,53990632
Z,orig,layers_16,pread,128,1,1,0.00,100.00,163.83,1598.95,1762.78,1.46,1.00,11.00,2.02,53990968
Z,orig,layers_16,async,128,1,1,0.00,100.00,329.40,291.50,620.90,1.48,2.00,10.00,2.02,53991852
Z,orig,layers_24,pread,128,1,1,0.00,100.00,165.69,2294.85,2460.54,1.46,1.00,11.00,2.02,53991944
Z,orig,layers_24,async,128,1,1,0.00,100.00,384.35,293.13,677.48,1.46,2.00,10.00,2.02,53992376
Z,orig,layers_32,pread,128,1,1,0.00,100.00,165.13,2946.93,3112.06,1.46,1.00,11.00,2.02,53991480
Z,orig,layers_32,async,128,1,1,0.00,100.00,333.09,339.34,672.43,1.47,2.00,10.00,2.02,53992332
Z,orig,layers_46,pread,128,1,1,0.00,100.00,165.79,4149.03,4314.82,1.46,1.00,11.00,2.02,53992480
Z,orig,layers_46,async,128,1,1,0.00,100.00,333.00,325.98,658.98,1.47,2.00,10.00,2.02,53992384
Z,orig,layers_64,pread,128,1,1,0.00,100.00,166.68,5648.53,5815.21,1.43,1.00,11.00,2.02,53992376
Z,orig,layers_64,async,128,1,1,0.00,100.00,366.68,355.07,721.75,1.49,2.00,10.00,2.02,53992828
Z,orig,layers_92,pread,128,1,1,0.00,100.00,167.03,7975.54,8142.57,1.46,1.00,11.00,2.02,53992448
Z,orig,layers_92,async,128,1,1,0.00,100.00,337.62,440.10,777.72,1.45,2.00,10.00,2.02,53993132
Z,vacuum,layers_1,pread,128,1,1,0.00,100.00,957.64,270.54,1228.18,1.48,2.00,10.00,2.02,53993164
Z,vacuum,layers_1,async,128,1,1,0.00,100.00,961.70,294.39,1256.09,1.48,2.00,10.00,2.02,53992388
Z,vacuum,layers_2,pread,128,1,1,0.00,100.00,887.85,439.38,1327.23,1.47,2.00,10.00,2.02,53993752
Z,vacuum,layers_2,async,128,1,1,0.00,100.00,895.56,308.79,1204.35,1.49,2.00,10.00,2.02,53993868
Z,vacuum,layers_3,pread,128,1,1,0.00,100.00,597.54,482.79,1080.33,1.47,2.00,11.00,2.02,53993232
Z,vacuum,layers_3,async,128,1,1,0.00,100.00,898.15,261.91,1160.06,1.47,2.00,10.00,2.02,53994156
Z,vacuum,layers_4,pread,128,1,1,0.00,100.00,194.13,571.21,765.34,1.47,1.00,12.00,2.02,53987032
Z,vacuum,layers_4,async,128,1,1,0.00,100.00,551.10,259.81,810.91,1.47,1.00,11.00,2.02,53995120
Z,vacuum,layers_5,pread,128,1,1,0.00,100.00,199.92,683.41,883.33,1.47,1.00,12.00,2.02,53994880
Z,vacuum,layers_5,async,128,1,1,0.00,100.00,561.50,307.85,869.35,1.47,1.00,11.00,2.02,53995804
Z,vacuum,layers_6,pread,128,1,1,0.00,100.00,195.23,740.43,935.66,1.47,1.00,12.00,2.02,53995848
Z,vacuum,layers_6,async,128,1,1,0.00,100.00,552.07,307.42,859.49,1.48,1.00,11.00,2.02,53995184
Z,vacuum,layers_8,pread,128,1,1,0.00,100.00,196.78,936.10,1132.88,1.46,1.00,12.00,2.02,53995504
Z,vacuum,layers_8,async,128,1,1,0.00,100.00,555.80,307.41,863.21,1.47,1.00,11.00,2.02,53995800
Z,vacuum,layers_12,pread,128,1,1,0.00,100.00,195.57,1254.13,1449.70,1.46,1.00,12.00,2.02,53995708
Z,vacuum,layers_12,async,128,1,1,0.00,100.00,553.63,315.40,869.03,1.48,1.00,11.00,2.02,53995788
Z,vacuum,layers_16,pread,128,1,1,0.00,100.00,198.59,1671.02,1869.61,1.46,1.00,12.00,2.02,53996088
Z,vacuum,layers_16,async,128,1,1,0.00,100.00,560.10,317.58,877.68,1.48,1.00,11.00,2.02,53995512
Z,vacuum,layers_24,pread,128,1,1,0.00,100.00,197.97,2305.21,2503.18,1.46,1.00,12.00,2.02,53995836
Z,vacuum,layers_24,async,128,1,1,0.00,100.00,557.98,300.81,858.79,1.46,1.00,11.00,2.02,53996404
Z,vacuum,layers_32,pread,128,1,1,0.00,100.00,196.71,2933.47,3130.18,1.48,1.00,12.00,2.02,53995956
Z,vacuum,layers_32,async,128,1,1,0.00,100.00,557.92,306.32,864.24,1.48,1.00,11.00,2.02,53996560
Z,vacuum,layers_46,pread,128,1,1,0.00,100.00,203.86,4044.37,4248.23,1.47,1.00,12.00,2.02,54056176
Z,vacuum,layers_46,async,128,1,1,0.00,100.00,550.55,328.13,878.68,1.47,1.00,11.00,2.02,54001900
Z,vacuum,layers_64,pread,128,1,1,0.00,100.00,198.62,5604.51,5803.13,1.47,1.00,12.00,2.02,54002004
Z,vacuum,layers_64,async,128,1,1,0.00,100.00,554.62,383.87,938.49,1.47,1.00,11.00,2.02,54002260
Z,vacuum,layers_92,pread,128,1,1,0.00,100.00,190.36,7574.97,7765.33,1.46,1.00,12.00,2.02,54001804
Z,vacuum,layers_92,async,128,1,1,0.00,100.00,568.10,380.98,949.08,1.48,1.00,11.00,2.02,54003512
Z,ta,layers_1,pread,128,1,1,0.00,100.00,909.71,394.76,1304.47,1.50,4.00,12.00,2.02,54004032
Z,ta,layers_1,async,128,1,1,0.00,100.00,849.96,308.28,1158.24,1.47,4.00,12.00,2.02,54003356
Z,ta,layers_2,pread,128,1,1,0.00,100.00,561.96,445.39,1007.35,1.48,3.00,12.00,2.02,53990936
Z,ta,layers_2,async,128,1,1,0.00,100.00,907.55,256.27,1163.82,1.52,4.00,12.00,2.02,54007348
Z,ta,layers_3,pread,128,1,1,0.00,100.00,560.63,492.06,1052.69,1.48,3.00,12.00,2.02,54006884
Z,ta,layers_3,async,128,1,1,0.00,100.00,897.98,308.00,1205.98,1.48,4.00,12.00,2.02,54007276
Z,ta,layers_4,pread,128,1,1,0.00,100.00,558.30,456.38,1014.68,1.48,3.00,12.00,2.02,54006732
Z,ta,layers_4,async,128,1,1,0.00,100.00,582.17,264.91,847.08,1.47,3.00,12.00,2.02,54006540
Z,ta,layers_5,pread,128,1,1,0.00,100.00,560.02,491.57,1051.59,1.49,3.00,12.00,2.02,54007208
Z,ta,layers_5,async,128,1,1,0.00,100.00,520.47,309.35,829.82,1.49,3.00,12.00,2.02,54007688
Z,ta,layers_6,pread,128,1,1,0.00,100.00,576.95,626.26,1203.21,1.49,3.00,12.00,2.02,53984340
Z,ta,layers_6,async,128,1,1,0.00,100.00,583.50,264.53,848.03,1.48,3.00,12.00,2.02,53983840
Z,ta,layers_8,pread,128,1,1,0.00,100.00,581.74,638.18,1219.92,1.48,3.00,12.00,2.02,53993164
Z,ta,layers_8,async,128,1,1,0.00,100.00,576.09,281.71,857.80,1.48,3.00,12.00,2.02,53995620
Z,ta,layers_12,pread,128,1,1,0.00,100.00,564.25,644.31,1208.56,1.47,3.00,12.00,2.02,53995480
Z,ta,layers_12,async,128,1,1,0.00,100.00,566.01,279.78,845.79,1.48,3.00,12.00,2.02,53995376
Z,ta,layers_16,pread,128,1,1,0.00,100.00,563.11,822.68,1385.79,1.50,3.00,12.00,2.02,53995060
Z,ta,layers_16,async,128,1,1,0.00,100.00,561.42,285.41,846.83,1.48,3.00,12.00,2.02,53995440
Z,ta,layers_24,pread,128,1,1,0.00,100.00,577.44,786.65,1364.09,1.51,3.00,12.00,2.02,53995404
Z,ta,layers_24,async,128,1,1,0.00,100.00,571.20,293.66,864.86,1.50,3.00,12.00,2.02,53996700
Z,ta,layers_32,pread,128,1,1,0.00,100.00,557.28,1044.36,1601.64,1.48,3.00,12.00,2.02,54001456
Z,ta,layers_32,async,128,1,1,0.00,100.00,537.55,340.21,877.76,1.48,3.00,12.00,2.02,54011212
Z,ta,layers_46,pread,128,1,1,0.00,100.00,558.49,901.50,1459.99,1.47,3.00,12.00,2.02,54009784
Z,ta,layers_46,async,128,1,1,0.00,50.00,570.68,324.04,894.72,1.48,3.00,12.00,2.02,54010040
Z,ta,layers_64,pread,128,1,1,0.00,100.00,186.81,965.03,1151.84,1.47,1.00,10.00,2.02,54010064
Z,ta,layers_64,async,128,1,1,0.00,40.60,542.98,340.02,883.00,1.48,3.00,12.00,2.02,54011192
Z,ta,layers_92,pread,128,1,1,0.00,100.00,189.53,974.24,1163.77,1.47,1.00,10.00,2.02,54004024
Z,ta,layers_92,async,128,1,1,0.00,100.00,434.35,399.05,833.40,1.50,3.00,12.00,2.02,54009672
A,orig,baseline,baseline,128,2,0,0.00,0.00,506.79,0.00,506.79,2.16,180.00,270.00,2.02,54010488
A,vacuum,baseline,baseline,128,2,0,0.00,0.00,702.29,0.00,702.29,2.03,142.00,219.00,2.02,54010996
A,ta,baseline,baseline,128,2,0,0.00,0.00,649.88,0.00,649.88,2.15,177.00,276.00,2.02,54010404
B,orig,baseline,baseline,128,2,0,0.00,0.00,724.97,0.00,724.97,2.24,181.00,273.00,2.02,54011572
B,vacuum,baseline,baseline,128,2,0,0.00,0.00,994.75,0.00,994.75,2.14,144.00,237.00,2.02,54012704
B,ta,baseline,baseline,128,2,0,0.00,0.00,841.97,0.00,841.97,2.31,182.00,277.00,2.02,54010940
C,orig,baseline,baseline,128,2,0,0.00,0.00,1087.31,0.00,1087.31,1.59,24.00,25.00,2.02,54011416
C,vacuum,baseline,baseline,128,2,0,0.00,0.00,949.43,0.00,949.43,1.53,14.00,33.00,2.02,53964532
C,ta,baseline,baseline,128,2,0,0.00,0.00,872.13,0.00,872.13,1.60,25.00,27.00,2.02,53964720
Z,orig,baseline,baseline,128,2,0,0.00,0.00,494.80,0.00,494.80,1.46,2.00,10.00,2.02,53964640
Z,vacuum,baseline,baseline,128,2,0,0.00,0.00,707.81,0.00,707.81,1.45,2.00,11.00,2.02,53965116
Z,ta,baseline,baseline,128,2,0,0.00,0.00,728.05,0.00,728.05,1.49,3.00,13.00,2.02,53965656
A,orig,layers_1,pread,128,2,0,0.00,100.00,638.19,374.70,1012.89,2.15,180.00,269.00,2.02,53965744
A,orig,layers_1,async,128,2,0,0.00,100.00,637.87,297.00,934.87,2.17,180.00,269.00,2.02,53966316
A,orig,layers_2,pread,128,2,0,0.00,100.00,563.31,473.43,1036.74,2.12,180.00,269.00,2.02,53966484
A,orig,layers_2,async,128,2,0,0.00,100.00,639.39,297.96,937.35,2.18,180.00,269.00,2.02,53965904
A,orig,layers_3,pread,128,2,0,0.00,100.00,467.28,484.01,951.29,2.18,180.00,269.00,2.02,53968720
A,orig,layers_3,async,128,2,0,0.00,100.00,661.79,295.59,957.38,2.15,180.00,269.00,2.02,53969184
A,orig,layers_4,pread,128,2,0,0.00,100.00,150.42,571.75,722.17,2.14,180.00,270.00,2.02,53969724
A,orig,layers_4,async,128,2,0,0.00,100.00,330.27,298.46,628.73,2.20,180.00,270.00,2.02,53977540
A,orig,layers_5,pread,128,2,0,0.00,100.00,151.62,679.21,830.83,2.18,180.00,271.00,2.01,53978244
A,orig,layers_5,async,128,2,0,0.00,100.00,332.02,301.18,633.20,2.18,180.00,271.00,2.01,53981928
A,orig,layers_6,pread,128,2,0,0.00,100.00,161.66,756.31,917.97,2.17,180.00,271.00,2.01,53982760
A,orig,layers_6,async,128,2,0,0.00,100.00,330.89,305.56,636.45,2.20,180.00,271.00,2.01,53984044
A,orig,layers_8,pread,128,2,0,0.00,100.00,153.31,1024.31,1177.62,2.16,180.00,272.00,2.01,53983192
A,orig,layers_8,async,128,2,0,0.00,100.00,331.15,303.23,634.38,2.14,180.00,271.00,2.01,53983684
A,orig,layers_12,pread,128,2,0,0.00,100.00,150.33,1391.79,1542.12,2.17,178.00,276.00,2.01,53985220
A,orig,layers_12,async,128,2,0,0.00,100.00,302.39,315.37,617.76,2.17,179.00,273.00,2.01,53985552
A,orig,layers_16,pread,128,2,0,0.00,100.00,156.01,1767.45,1923.46,2.14,178.00,284.00,2.01,53985100
A,orig,layers_16,async,128,2,0,0.00,100.00,295.11,319.90,615.01,2.13,179.00,281.00,2.01,53984924
A,orig,layers_24,pread,128,2,0,0.00,100.00,155.18,2460.97,2616.15,2.15,177.00,286.00,2.01,53985464
A,orig,layers_24,async,128,2,0,0.00,100.00,333.67,326.49,660.16,2.16,178.00,283.00,2.01,53985868
A,orig,layers_32,pread,128,2,0,0.00,100.00,152.52,3115.20,3267.72,2.14,177.00,286.00,2.01,53985812
A,orig,layers_32,async,128,2,0,0.00,100.00,374.01,339.34,713.35,2.14,178.00,283.00,2.01,53985632
A,orig,layers_46,pread,128,2,0,0.00,100.00,152.98,4203.25,4356.23,2.15,177.00,286.00,2.01,53986056
A,orig,layers_46,async,128,2,0,0.00,100.00,301.82,361.46,663.28,2.14,178.00,283.00,2.01,53985680
A,orig,layers_64,pread,128,2,0,0.00,100.00,154.75,5893.90,6048.65,2.15,177.00,286.00,2.01,53986412
A,orig,layers_64,async,128,2,0,0.00,100.00,333.99,381.10,715.09,2.12,178.00,283.00,2.01,53984052
A,orig,layers_92,pread,128,2,0,0.00,100.00,153.71,8318.61,8472.32,2.14,177.00,286.00,2.01,53977440
A,orig,layers_92,async,128,2,0,0.00,100.00,332.56,440.77,773.33,2.16,178.00,283.00,2.01,53979180
A,vacuum,layers_1,pread,128,2,0,0.00,100.00,969.21,385.49,1354.70,2.06,142.00,218.00,2.01,53978788
A,vacuum,layers_1,async,128,2,0,0.00,100.00,960.51,296.20,1256.71,2.05,142.00,218.00,2.01,53980292
A,vacuum,layers_2,pread,128,2,0,0.00,100.00,885.77,553.50,1439.27,2.04,142.00,218.00,2.01,53981152
A,vacuum,layers_2,async,128,2,0,0.00,100.00,957.91,298.75,1256.66,2.07,142.00,218.00,2.01,53950764
A,vacuum,layers_3,pread,128,2,0,0.00,100.00,588.12,561.67,1149.79,2.05,142.00,219.00,2.01,53952700
A,vacuum,layers_3,async,128,2,0,0.00,100.00,906.31,299.88,1206.19,2.00,142.00,218.00,2.01,53952960
A,vacuum,layers_4,pread,128,2,0,0.00,100.00,185.80,645.76,831.56,2.04,142.00,220.00,2.01,53952784
A,vacuum,layers_4,async,128,2,0,0.00,100.00,559.18,303.62,862.80,2.03,142.00,219.00,2.01,53955032
A,vacuum,layers_5,pread,128,2,0,0.00,100.00,214.86,824.07,1038.93,2.05,143.00,221.00,2.01,53956664
A,vacuum,layers_5,async,128,2,0,0.00,100.00,548.68,301.64,850.32,2.01,143.00,219.00,2.01,53957168
A,vacuum,layers_6,pread,128,2,0,0.00,100.00,185.46,905.75,1091.21,2.04,143.00,222.00,2.01,53958148
A,vacuum,layers_6,async,128,2,0,0.00,100.00,552.04,309.19,861.23,2.05,143.00,220.00,2.01,53962900
A,vacuum,layers_8,pread,128,2,0,0.00,100.00,186.08,1078.74,1264.82,2.07,144.00,224.00,2.01,53963100
A,vacuum,layers_8,async,128,2,0,0.00,100.00,549.63,307.14,856.77,2.04,144.00,222.00,2.01,53962816
A,vacuum,layers_12,pread,128,2,0,0.00,100.00,184.68,1393.82,1578.50,2.04,142.00,231.00,2.01,53968472
A,vacuum,layers_12,async,128,2,0,0.00,100.00,554.11,312.66,866.77,2.05,142.00,229.00,2.01,53970204
A,vacuum,layers_16,pread,128,2,0,0.00,100.00,189.73,1767.23,1956.96,2.02,142.00,231.00,2.01,53970624
A,vacuum,layers_16,async,128,2,0,0.00,100.00,547.62,314.48,862.10,2.03,142.00,229.00,2.01,53960728
A,vacuum,layers_24,pread,128,2,0,0.00,100.00,191.72,2359.24,2550.96,2.03,142.00,231.00,2.01,53976128
A,vacuum,layers_24,async,128,2,0,0.00,100.00,559.81,328.12,887.93,2.05,142.00,229.00,2.01,53975720
A,vacuum,layers_32,pread,128,2,0,0.00,100.00,184.47,3088.24,3272.71,2.02,142.00,231.00,2.01,53978020
A,vacuum,layers_32,async,128,2,0,0.00,100.00,551.66,344.56,896.22,1.99,142.00,229.00,2.01,53979808
A,vacuum,layers_46,pread,128,2,0,0.00,100.00,185.89,4273.34,4459.23,2.05,142.00,231.00,2.01,53980708
A,vacuum,layers_46,async,128,2,0,0.00,100.00,488.05,359.26,847.31,2.00,142.00,229.00,2.01,53980456
A,vacuum,layers_64,pread,128,2,0,0.00,100.00,191.37,5814.25,6005.62,2.09,142.00,231.00,2.01,53983608
A,vacuum,layers_64,async,128,2,0,0.00,100.00,496.54,383.00,879.54,2.01,142.00,229.00,2.01,53983732
A,vacuum,layers_92,pread,128,2,0,0.00,100.00,185.10,7577.90,7763.00,2.03,142.00,231.00,2.01,53983764
A,vacuum,layers_92,async,128,2,0,0.00,100.00,553.45,424.13,977.58,2.06,142.00,229.00,2.01,53988084
A,ta,layers_1,pread,128,2,0,0.00,100.00,893.63,382.87,1276.50,2.16,177.00,276.00,2.01,53988184
A,ta,layers_1,async,128,2,0,0.00,100.00,899.13,298.37,1197.50,2.19,177.00,276.00,2.01,53984132
A,ta,layers_2,pread,128,2,0,0.00,100.00,485.45,474.02,959.47,2.11,177.00,275.00,2.01,53984912
A,ta,layers_2,async,128,2,0,0.00,100.00,831.04,301.74,1132.78,2.16,177.00,276.00,2.01,53984116
A,ta,layers_3,pread,128,2,0,0.00,100.00,483.84,484.38,968.22,2.18,177.00,278.00,2.01,53984260
A,ta,layers_3,async,128,2,0,0.00,100.00,801.54,302.62,1104.16,2.19,177.00,276.00,2.01,53987184
A,ta,layers_4,pread,128,2,0,0.00,100.00,481.89,484.42,966.31,2.16,177.00,278.00,2.01,53987084
A,ta,layers_4,async,128,2,0,0.00,100.00,496.11,302.34,798.45,2.16,177.00,276.00,2.01,53983452
A,ta,layers_5,pread,128,2,0,0.00,100.00,483.33,477.83,961.16,2.19,177.00,278.00,2.01,53986888
A,ta,layers_5,async,128,2,0,0.00,100.00,494.44,300.81,795.25,2.14,177.00,275.00,2.01,54002276
A,ta,layers_6,pread,128,2,0,0.00,100.00,504.66,662.91,1167.57,2.16,177.00,276.00,2.01,54003036
A,ta,layers_6,async,128,2,0,0.00,100.00,500.11,304.31,804.42,2.12,177.00,276.00,2.01,54002952
A,ta,layers_8,pread,128,2,0,0.00,100.00,507.42,664.02,1171.44,2.17,177.00,276.00,2.01,54003788
A,ta,layers_8,async,128,2,0,0.00,100.00,498.31,303.17,801.48,2.18,177.00,276.00,2.01,54004144
A,ta,layers_12,pread,128,2,0,0.00,100.00,489.69,643.49,1133.18,2.18,176.00,276.00,2.01,54004284
A,ta,layers_12,async,128,2,0,0.00,100.00,488.06,306.04,794.10,2.13,177.00,276.00,2.01,54005348
A,ta,layers_16,pread,128,2,0,0.00,100.00,476.25,882.19,1358.44,2.16,176.00,275.00,2.01,54005696
A,ta,layers_16,async,128,2,0,0.00,100.00,482.23,315.79,798.02,2.16,177.00,276.00,2.01,54006676
A,ta,layers_24,pread,128,2,0,0.00,100.00,498.00,909.70,1407.70,2.21,176.00,276.00,2.01,54001196
A,ta,layers_24,async,128,2,0,0.00,100.00,470.14,323.14,793.28,2.19,176.00,276.00,2.01,54001988
A,ta,layers_32,pread,128,2,0,0.00,100.00,480.86,1049.08,1529.94,2.19,176.00,275.00,2.01,54001124
A,ta,layers_32,async,128,2,0,0.00,100.00,459.98,337.23,797.21,2.22,176.00,276.00,2.01,53966340
A,ta,layers_46,pread,128,2,0,0.00,100.00,479.68,939.33,1419.01,2.14,176.00,276.00,2.01,53980456
A,ta,layers_46,async,128,2,0,0.00,100.00,482.60,315.30,797.90,2.12,176.00,276.00,2.01,53981656
A,ta,layers_64,pread,128,2,0,0.00,100.00,186.07,1008.22,1194.29,2.13,175.00,275.00,2.01,53981648
A,ta,layers_64,async,128,2,0,0.00,100.00,463.50,336.12,799.62,2.12,176.00,275.00,2.01,53982572
A,ta,layers_92,pread,128,2,0,0.00,100.00,185.27,1051.72,1236.99,2.16,175.00,275.00,2.01,53983216
A,ta,layers_92,async,128,2,0,0.00,51.10,426.03,375.40,801.43,2.13,176.00,276.00,2.01,53973960
B,orig,layers_1,pread,128,2,0,0.00,100.00,693.52,348.63,1042.15,2.31,182.00,271.00,2.01,53980716
B,orig,layers_1,async,128,2,0,0.00,100.00,751.69,264.51,1016.20,2.30,182.00,271.00,2.01,53982092
B,orig,layers_2,pread,128,2,0,0.00,100.00,690.39,442.80,1133.19,2.26,182.00,271.00,2.01,53981832
B,orig,layers_2,async,128,2,0,0.00,100.00,680.37,262.50,942.87,2.24,182.00,271.00,2.01,53981864
B,orig,layers_3,pread,128,2,0,0.00,100.00,691.96,449.90,1141.86,2.29,181.00,272.00,2.01,53983024
B,orig,layers_3,async,128,2,0,0.00,100.00,694.46,263.02,957.48,2.29,182.00,271.00,2.01,53982240
B,orig,layers_4,pread,128,2,0,0.00,100.00,378.85,542.56,921.41,2.27,181.00,273.00,2.01,53982636
B,orig,layers_4,async,128,2,0,0.00,100.00,379.56,266.74,646.30,2.27,182.00,272.00,2.01,53983384
B,orig,layers_5,pread,128,2,0,0.00,100.00,376.61,643.32,1019.93,2.29,181.00,273.00,2.01,53982980
B,orig,layers_5,async,128,2,0,0.00,100.00,385.47,270.21,655.68,2.29,182.00,272.00,2.01,53982944
B,orig,layers_6,pread,128,2,0,0.00,100.00,384.44,730.27,1114.71,2.26,181.00,271.00,2.01,53983100
B,orig,layers_6,async,128,2,0,0.00,100.00,391.60,270.69,662.29,2.29,182.00,270.00,2.01,53983872
