workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,e2e_median,cold_pct_max
Z,ta,layers_12,async,3,128,572.17,,566.78,3.04,100.0,276.49,844.72,0.0
Z,ta,layers_12,pread,1,128,566.04,,566.04,0,100.0,642.19,1208.23,0.0
Z,ta,layers_16,async,3,128,562.17,,559.20,2.38,100.0,280.23,842.40,0.0
Z,ta,layers_16,pread,1,128,552.15,,552.15,0,100.0,843.28,1395.43,0.0
Z,ta,layers_2,async,3,128,835.35,,801.57,48.20,100.0,263.58,1095.95,0.0
Z,ta,layers_2,pread,1,128,556.43,,556.43,0,100.0,442.91,999.34,0.0
Z,ta,layers_24,async,3,128,552.44,,549.03,3.43,100.0,291.71,840.96,0.0
Z,ta,layers_24,pread,1,128,577.46,,577.46,0,100.0,881.61,1459.07,0.0
Z,ta,layers_3,async,3,128,905.36,,903.72,3.40,100.0,264.36,1169.67,0.0
Z,ta,layers_3,pread,1,128,555.31,,555.31,0,100.0,446.36,1001.67,0.0
Z,ta,layers_32,async,3,128,558.12,,537.85,10.66,71.9,300.61,852.89,0.0
Z,ta,layers_32,pread,1,128,558.00,,558.00,0,100.0,1002.53,1560.53,0.0
Z,ta,layers_4,async,3,128,574.99,,574.24,0.83,100.0,266.76,841.00,0.0
Z,ta,layers_4,pread,1,128,558.36,,558.36,0,100.0,449.13,1007.49,0.0
Z,ta,layers_46,async,3,128,563.67,,561.80,2.98,100.0,315.79,884.48,0.0
Z,ta,layers_46,pread,1,128,551.72,,551.72,0,100.0,974.75,1526.47,0.0
Z,ta,layers_5,async,3,128,571.48,,521.05,24.50,100.0,272.82,847.27,0.0
Z,ta,layers_5,pread,1,128,557.47,,557.47,0,100.0,450.51,1007.98,0.0
Z,ta,layers_6,async,3,128,576.18,,556.17,10.43,100.0,268.96,837.16,0.0
Z,ta,layers_6,pread,1,128,576.73,,576.73,0,100.0,595.05,1171.78,0.0
Z,ta,layers_64,async,3,128,539.80,,538.42,20.51,67.2,336.90,876.70,0.0
Z,ta,layers_64,pread,1,128,188.94,,188.94,0,100.0,1041.11,1230.05,0.0
Z,ta,layers_8,async,3,128,575.47,,574.14,0.80,100.0,269.95,845.49,0.0
Z,ta,layers_8,pread,1,128,576.88,,576.88,0,100.0,598.21,1175.09,0.0
Z,ta,layers_92,async,3,128,437.89,,372.79,31.11,100.0,403.17,838.40,0.0
Z,ta,layers_92,pread,1,128,189.52,,189.52,0,100.0,1084.87,1274.39,0.0
Z,vacuum,baseline,baseline,3,128,708.05,,707.81,2.19,0.0,0.00,708.05,0.0
Z,vacuum,layers_1,async,3,128,967.61,,959.19,4.19,100.0,265.63,1233.24,0.0
Z,vacuum,layers_1,pread,1,128,958.77,,958.77,0,100.0,344.63,1303.40,0.0
Z,vacuum,layers_12,async,3,128,552.45,,549.37,2.77,100.0,277.13,829.58,0.0
Z,vacuum,layers_12,pread,1,128,196.12,,196.12,0,100.0,1328.05,1524.17,0.0
Z,vacuum,layers_16,async,3,128,552.09,,488.89,29.80,100.0,282.72,834.81,0.0
Z,vacuum,layers_16,pread,1,128,189.61,,189.61,0,100.0,1671.53,1861.14,0.0
Z,vacuum,layers_2,async,3,128,962.58,,961.63,1.26,100.0,263.17,1226.94,0.0
Z,vacuum,layers_2,pread,1,128,889.86,,889.86,0,100.0,509.27,1399.13,0.0
Z,vacuum,layers_24,async,3,128,559.43,,554.97,2.87,100.0,292.80,850.05,0.0
Z,vacuum,layers_24,pread,1,128,198.25,,198.25,0,100.0,2328.45,2526.70,0.0
Z,vacuum,layers_3,async,3,128,964.34,,962.01,1.48,100.0,260.74,1222.75,0.0
Z,vacuum,layers_3,pread,1,128,524.96,,524.96,0,100.0,523.25,1048.21,0.0
Z,vacuum,layers_32,async,3,128,554.90,,554.77,0.63,100.0,306.06,862.22,0.0
Z,vacuum,layers_32,pread,1,128,197.86,,197.86,0,100.0,2894.33,3092.19,0.0
Z,vacuum,layers_4,async,3,128,543.13,,490.04,28.37,100.0,266.39,813.04,0.0
Z,vacuum,layers_4,pread,1,128,197.27,,197.27,0,100.0,617.68,814.95,0.0
Z,vacuum,layers_46,async,3,128,551.62,,551.52,1.27,100.0,326.46,878.08,0.0
Z,vacuum,layers_46,pread,1,128,197.39,,197.39,0,100.0,4042.43,4239.82,0.0
Z,vacuum,layers_5,async,3,128,554.24,,552.61,1.93,100.0,268.85,823.09,0.0
Z,vacuum,layers_5,pread,1,128,195.42,,195.42,0,100.0,781.33,976.75,0.0
Z,vacuum,layers_6,async,3,128,555.34,,491.53,30.56,100.0,270.76,825.15,0.0
Z,vacuum,layers_6,pread,1,128,194.56,,194.56,0,100.0,843.15,1037.71,0.0
Z,vacuum,layers_64,async,3,128,551.94,,494.77,28.96,100.0,353.70,891.30,0.0
Z,vacuum,layers_64,pread,1,128,198.29,,198.29,0,100.0,5656.22,5854.51,0.0
Z,vacuum,layers_8,async,3,128,555.43,,553.15,2.64,100.0,272.39,829.02,0.0
Z,vacuum,layers_8,pread,1,128,200.41,,200.41,0,100.0,1041.46,1241.87,0.0
Z,vacuum,layers_92,async,3,128,561.81,,556.71,2.82,100.0,389.54,952.73,0.0
Z,vacuum,layers_92,pread,1,128,202.87,,202.87,0,100.0,7442.69,7645.56,0.0
