workload,N,rep,first_query_us,avg_us,majflt,minflt
C,69,1,437.72,1.54,25,27
C,69,2,399.27,1.52,25,27
C,69,3,408.16,1.58,25,28
C,70,1,421.41,1.55,25,27
C,70,2,411.59,1.57,25,27
C,70,3,384.03,1.56,25,27
C,71,1,417.33,1.53,25,27
C,71,2,380.87,1.56,25,27
C,71,3,403.55,1.56,25,27
C,72,1,417.41,1.53,25,27
C,72,2,384.22,1.53,25,27
C,72,3,422.98,1.55,25,27
C,73,1,410.75,1.53,25,27
C,73,2,393.23,1.54,25,27
C,73,3,450.04,1.55,25,27
C,74,1,421.95,1.54,25,27
C,74,2,419.93,1.55,25,27
C,74,3,391.11,1.55,25,27
C,75,1,381.88,1.53,25,27
C,75,2,406.23,1.55,25,27
C,75,3,421.38,1.53,25,27
C,76,1,419.50,1.57,25,27
C,76,2,392.17,1.57,25,27
C,76,3,415.22,1.57,25,27
C,77,1,442.54,1.56,25,27
C,77,2,480.38,1.54,25,27
C,77,3,429.66,1.55,25,27
C,78,1,393.32,1.56,25,27
C,78,2,419.41,1.59,25,27
C,78,3,417.87,1.55,25,28
C,79,1,370.63,1.53,25,27
C,79,2,388.84,1.56,25,27
C,79,3,428.65,1.58,25,27
C,80,1,423.00,1.54,25,27
C,80,2,423.21,1.53,25,27
C,80,3,423.45,1.54,25,27
C,81,1,366.77,1.53,25,27
C,81,2,420.55,1.57,25,27
C,81,3,373.91,1.55,25,27
C,82,1,441.79,1.55,25,27
C,82,2,379.13,1.52,25,27
C,82,3,375.98,1.55,25,27
C,83,1,405.77,1.54,25,27
C,83,2,376.86,1.54,25,27
C,83,3,399.40,1.52,25,27
C,84,1,380.62,1.54,25,27
C,84,2,385.48,1.55,25,27
C,84,3,372.02,1.53,25,27
C,85,1,401.92,1.54,25,27
C,85,2,429.21,1.57,25,27
C,85,3,407.17,1.55,25,27
C,86,1,375.54,1.52,25,27
C,86,2,404.53,1.56,25,27
C,86,3,398.33,1.54,25,27
C,87,1,424.51,1.58,25,27
C,87,2,375.42,1.56,25,27
C,87,3,417.88,1.53,25,27
C,88,1,367.56,1.54,25,27
C,88,2,382.56,1.52,25,27
C,88,3,371.98,1.53,25,27
C,89,1,383.45,1.52,25,27
C,89,2,403.24,1.52,25,27
C,89,3,407.85,1.53,25,27
C,90,1,373.88,1.55,25,27
C,90,2,353.46,1.54,25,27
C,90,3,435.27,1.53,25,27
C,91,1,365.83,1.55,25,27
C,91,2,403.90,1.55,25,27
C,91,3,416.79,1.53,25,27
C,92,1,340.95,1.54,24,28
C,92,2,510.64,1.59,24,29
C,92,3,370.38,1.55,24,29
