workload,N,rep,first_query_us,avg_us,majflt,minflt
C,70,1,982.96,1.58,24,25
C,70,2,973.79,1.54,24,25
C,70,3,978.03,1.56,24,25
C,71,1,977.20,1.54,24,25
C,71,2,974.63,1.53,24,25
C,71,3,972.61,1.55,24,25
C,72,1,971.32,1.51,24,25
C,72,2,976.50,1.53,24,25
C,72,3,982.13,1.54,24,25
C,73,1,975.31,1.54,24,25
C,73,2,980.13,1.54,24,25
C,73,3,973.02,1.52,24,25
C,74,1,974.64,1.53,24,25
C,74,2,987.11,1.52,24,25
C,74,3,969.45,1.55,24,25
C,75,1,975.88,1.54,24,25
C,75,2,970.76,1.51,24,25
C,75,3,970.44,1.51,24,25
C,76,1,984.71,1.51,24,25
C,76,2,970.78,1.55,24,25
C,76,3,973.99,1.53,24,25
C,77,1,977.95,1.55,24,25
C,77,2,967.08,1.53,24,25
C,77,3,969.00,1.55,24,25
C,78,1,966.12,1.53,24,25
C,78,2,976.94,1.54,24,25
C,78,3,979.20,1.52,24,25
C,79,1,965.03,1.55,24,26
C,79,2,975.53,1.53,24,25
C,79,3,977.80,1.54,24,25
C,80,1,974.81,1.55,24,25
C,80,2,969.82,1.54,24,25
C,80,3,974.05,1.53,24,25
C,81,1,987.23,1.54,24,25
C,81,2,976.39,1.55,24,25
C,81,3,992.88,1.52,24,25
C,82,1,980.71,1.53,24,25
C,82,2,977.65,1.55,24,25
C,82,3,983.43,1.56,24,25
C,83,1,977.02,1.53,24,25
C,83,2,975.51,1.53,24,25
C,83,3,975.74,1.52,24,25
C,84,1,979.83,1.56,24,25
C,84,2,978.84,1.53,24,25
C,84,3,986.25,1.56,24,25
C,85,1,966.52,1.55,24,25
C,85,2,973.55,1.54,24,25
C,85,3,978.32,1.54,24,26
C,86,1,970.80,1.55,24,25
C,86,2,986.28,1.53,24,25
C,86,3,1037.39,1.57,24,25
C,87,1,982.01,1.54,24,25
C,87,2,972.89,1.53,24,26
C,87,3,973.21,1.55,24,25
C,88,1,1024.07,1.55,24,25
C,88,2,975.55,1.54,24,26
C,88,3,989.59,1.52,24,25
C,89,1,966.81,1.54,24,25
C,89,2,968.49,1.53,24,25
C,89,3,968.23,1.55,24,26
C,90,1,970.65,1.55,24,25
C,90,2,970.27,1.54,24,25
C,90,3,969.41,1.53,24,25
C,91,1,976.85,1.53,24,25
C,91,2,968.50,1.53,24,25
C,91,3,981.32,1.54,24,25
C,92,1,654.26,1.53,24,25
C,92,2,593.54,1.53,24,25
C,92,3,596.20,1.55,24,25
