workload,N,rep,first_query_us,avg_us,majflt,minflt
C,70,3,400.42,1.52,14,36
C,71,1,429.68,1.47,14,36
C,71,2,431.79,1.46,14,36
C,71,3,425.57,1.48,14,36
C,72,1,426.44,1.46,14,36
C,72,2,435.87,1.48,14,36
C,72,3,433.06,1.44,14,36
C,73,1,397.80,1.47,14,36
C,73,2,398.90,1.47,14,36
C,73,3,399.04,1.47,14,36
C,74,1,433.50,1.46,14,36
C,74,2,435.32,1.46,14,36
C,74,3,435.41,1.52,14,36
C,75,1,398.27,1.47,14,36
C,75,2,396.12,1.47,14,36
C,75,3,393.53,1.51,14,36
C,76,1,396.73,1.49,14,36
C,76,2,397.10,1.49,14,36
C,76,3,436.06,1.46,14,36
C,77,1,434.49,1.48,14,36
C,77,2,404.55,1.49,14,36
C,77,3,402.99,1.48,14,36
C,78,1,424.84,1.48,14,36
C,78,2,429.34,1.47,14,36
C,78,3,426.82,1.46,14,36
C,79,1,397.42,1.46,14,36
C,79,2,408.30,1.47,14,36
C,79,3,395.87,1.47,14,36
C,80,1,399.44,1.48,14,36
C,80,2,392.85,1.47,14,36
C,80,3,415.38,1.46,14,36
C,81,1,409.93,1.47,14,36
C,81,2,402.00,1.49,14,36
C,81,3,401.00,1.54,14,36
C,82,1,430.60,1.48,14,36
C,82,2,438.75,1.46,14,37
C,82,3,426.64,1.44,14,36
C,83,1,390.05,1.49,14,37
C,83,2,436.99,1.50,14,36
C,83,3,426.81,1.46,14,36
C,84,1,429.14,1.46,14,36
C,84,2,430.76,1.46,14,36
C,84,3,456.42,1.47,14,37
C,85,1,395.48,1.46,14,36
C,85,2,397.22,1.49,14,36
C,85,3,433.24,1.48,14,36
C,86,1,404.86,1.45,14,37
C,86,2,397.21,1.48,14,36
C,86,3,402.19,1.49,14,36
C,87,1,403.68,1.45,14,36
C,87,2,390.37,1.46,14,36
C,87,3,392.23,1.45,14,36
C,88,1,428.57,1.45,14,36
C,88,2,425.88,1.47,14,37
C,88,3,397.38,1.47,14,37
C,89,1,402.73,1.45,14,36
C,89,2,400.88,1.50,14,36
C,89,3,445.22,1.48,14,36
C,90,1,429.10,1.48,14,36
C,90,2,390.24,1.47,14,36
C,90,3,399.53,1.46,14,36
C,91,1,433.03,1.45,14,36
C,91,2,430.77,1.44,14,36
C,91,3,423.60,1.45,14,36
C,92,1,425.06,1.45,14,36
C,92,2,429.33,1.47,14,36
C,92,3,427.97,1.48,14,36
