label,operation_count,page_number,page_type
checkpoint_009,45000,11284,interior_table
checkpoint_009,45000,11808,interior_table
checkpoint_009,45000,12357,interior_table
checkpoint_009,45000,12873,interior_table
checkpoint_009,45000,13392,interior_table
checkpoint_009,45000,13925,interior_table
checkpoint_009,45000,14499,interior_table
checkpoint_009,45000,15060,interior_table
checkpoint_009,45000,15596,interior_table
checkpoint_009,45000,16117,interior_table
checkpoint_009,45000,16605,interior_table
checkpoint_009,45000,17083,interior_table
checkpoint_009,45000,17565,interior_table
checkpoint_009,45000,18071,interior_table
checkpoint_009,45000,18599,interior_table
checkpoint_009,45000,19142,interior_table
checkpoint_009,45000,19638,interior_table
checkpoint_009,45000,20156,interior_table
checkpoint_009,45000,20679,interior_table
checkpoint_009,45000,21202,interior_table
checkpoint_009,45000,21724,interior_table
checkpoint_009,45000,22262,interior_table
checkpoint_009,45000,22786,interior_table
checkpoint_009,45000,23334,interior_table
checkpoint_009,45000,23882,interior_table
checkpoint_009,45000,24408,interior_table
checkpoint_009,45000,24960,interior_table
checkpoint_009,45000,25481,interior_table
checkpoint_009,45000,26007,interior_table
checkpoint_010,50000,3,interior_index
checkpoint_010,50000,4,interior_index
checkpoint_010,50000,1588,interior_index
checkpoint_010,50000,1589,interior_index
checkpoint_010,50000,1640,interior_index
checkpoint_010,50000,1641,interior_index
checkpoint_010,50000,3071,interior_index
checkpoint_010,50000,3183,interior_index
checkpoint_010,50000,4552,interior_index
checkpoint_010,50000,4699,interior_index
checkpoint_010,50000,5598,interior_index
checkpoint_010,50000,5864,interior_index
checkpoint_010,50000,6729,interior_index
checkpoint_010,50000,7155,interior_index
checkpoint_010,50000,7959,interior_index
checkpoint_010,50000,8471,interior_index
checkpoint_010,50000,9756,interior_index
checkpoint_010,50000,10626,interior_index
checkpoint_010,50000,11052,interior_index
checkpoint_010,50000,12175,interior_index
checkpoint_010,50000,12243,interior_index
checkpoint_010,50000,12385,interior_index
checkpoint_010,50000,13674,interior_index
checkpoint_010,50000,14374,interior_index
checkpoint_010,50000,15068,interior_index
checkpoint_010,50000,15685,interior_index
checkpoint_010,50000,16363,interior_index
checkpoint_010,50000,16555,interior_index
checkpoint_010,50000,17552,interior_index
checkpoint_010,50000,18853,interior_index
checkpoint_010,50000,18963,interior_index
checkpoint_010,50000,20128,interior_index
checkpoint_010,50000,20346,interior_index
checkpoint_010,50000,21422,interior_index
checkpoint_010,50000,22737,interior_index
checkpoint_010,50000,22894,interior_index
checkpoint_010,50000,23042,interior_index
checkpoint_010,50000,23203,interior_index
checkpoint_010,50000,24092,interior_index
checkpoint_010,50000,24552,interior_index
checkpoint_010,50000,25412,interior_index
checkpoint_010,50000,26447,interior_index
checkpoint_010,50000,2,interior_table
checkpoint_010,50000,674,interior_table
checkpoint_010,50000,675,interior_table
checkpoint_010,50000,1267,interior_table
checkpoint_010,50000,1866,interior_table
checkpoint_010,50000,2390,interior_table
checkpoint_010,50000,2909,interior_table
checkpoint_010,50000,3433,interior_table
checkpoint_010,50000,3964,interior_table
checkpoint_010,50000,4479,interior_table
checkpoint_010,50000,4998,interior_table
checkpoint_010,50000,5532,interior_table
checkpoint_010,50000,6053,interior_table
checkpoint_010,50000,6570,interior_table
checkpoint_010,50000,7092,interior_table
checkpoint_010,50000,7622,interior_table
checkpoint_010,50000,8150,interior_table
checkpoint_010,50000,8673,interior_table
checkpoint_010,50000,9178,interior_table
checkpoint_010,50000,9711,interior_table
checkpoint_010,50000,10227,interior_table
checkpoint_010,50000,10758,interior_table
checkpoint_010,50000,11284,interior_table
checkpoint_010,50000,11808,interior_table
checkpoint_010,50000,12357,interior_table
checkpoint_010,50000,12873,interior_table
checkpoint_010,50000,13392,interior_table
checkpoint_010,50000,13925,interior_table
checkpoint_010,50000,14499,interior_table
checkpoint_010,50000,15060,interior_table
checkpoint_010,50000,15596,interior_table
checkpoint_010,50000,16117,interior_table
checkpoint_010,50000,16605,interior_table
checkpoint_010,50000,17083,interior_table
checkpoint_010,50000,17565,interior_table
checkpoint_010,50000,18071,interior_table
checkpoint_010,50000,18599,interior_table
checkpoint_010,50000,19142,interior_table
checkpoint_010,50000,19638,interior_table
checkpoint_010,50000,20156,interior_table
checkpoint_010,50000,20679,interior_table
checkpoint_010,50000,21202,interior_table
checkpoint_010,50000,21724,interior_table
checkpoint_010,50000,22262,interior_table
checkpoint_010,50000,22786,interior_table
checkpoint_010,50000,23334,interior_table
checkpoint_010,50000,23882,interior_table
checkpoint_010,50000,24408,interior_table
checkpoint_010,50000,24960,interior_table
checkpoint_010,50000,25481,interior_table
checkpoint_010,50000,26007,interior_table
