cell_id,status,measurement_file,repetition,selected_interior,selected_leaf,syscall_count,prefetch_elapsed_us,first_query_latency_us,average_latency_us,major_page_faults,minor_page_faults,resident_after_cold_pages,requested_selected_resident_ratio,successful_selected_resident_ratio
af163b9c23482aeef15e4effb55eda4893b5f971d42f643703d37ac16d4c7499,completed,read_zipf_full_034.txt,1,5,0,5,8,30.92,42.65,244,65,18,1.0,1.0
0d3dbbb80a588cfcd287300f1923e4b8e9c2d2e8bc6c6726a803f6289a831499,completed,read_zipf_full_046.txt,1,5,0,5,16,21.28,44.62,256,70,18,1.0,1.0
6dab82816a73491d1555295fb3bcbd9d6a18990c5e1e4f8cfff7c2a418c7564c,completed,read_zipf_full_027.txt,1,5,0,5,8,44.99,47.85,280,56,18,1.0,1.0
8f184722238bd9c6898c10b71daf44fa9ccc6195ffffb381376f1b54dfe27419,completed,read_zipf_full_033.txt,1,5,0,5,6,362.02,43.99,254,72,18,1.0,1.0
36eece207c4d4a88b2b2c6027bf676b0d62df55cce54c245a0467cbf435a7b1e,completed,read_zipf_full_036.txt,1,5,0,5,6,25.79,42.47,245,62,18,1.0,1.0
