op_no,op_type,target_id,rows_returned,bytes_returned,elapsed_ns,majflt_delta,minflt_delta
1,read,36969,1,100,378852,2,6
2,read,1,1,100,168397,1,0
3,read,3,1,100,1924,0,0
4,read,11,1,100,1954,0,0
5,read,3,1,100,1563,0,0
6,read,27,1,100,2013,0,0
7,read,343958,1,100,333377,2,0
8,read,471186,1,100,349737,2,0
9,read,311755,1,100,340790,2,0
10,read,3,1,100,1864,0,0
11,read,67,1,100,2235,0,0
12,read,5590,1,100,176031,1,0
13,read,2958,1,100,174157,1,0
14,read,9657,1,100,182123,1,0
15,read,52,1,100,1994,0,0
16,read,22322,1,100,167695,1,0
17,read,532,1,100,154070,1,0
18,read,113883,1,100,333677,2,0
19,read,248506,1,100,343496,2,0
20,read,104796,1,100,338005,2,0
21,read,131,1,100,2294,0,0
22,read,7,1,100,1863,0,0
23,read,78,1,100,1563,0,0
24,read,43932,1,100,346191,2,0
25,read,62,1,100,1924,0,0
26,read,10909,1,100,170540,1,0
27,read,86511,1,100,343165,2,0
28,read,188,1,100,2124,0,0
29,read,1671,1,100,162906,1,0
30,read,62,1,100,1593,0,0
31,read,99,1,100,2004,0,0
32,read,64,1,100,1633,0,0
33,read,39146,1,100,170210,1,0
34,read,239245,1,100,349527,2,0
35,read,2379,1,100,167665,1,0
36,read,1146,1,100,146195,1,0
37,read,473316,1,100,3336,0,1
38,read,7,1,100,1613,0,0
39,read,76,1,100,1704,0,0
40,read,307,1,100,1874,0,0
41,read,460418,1,100,321995,2,0
42,read,122342,1,100,336352,2,0
43,read,1215,1,100,2284,0,0
44,read,703,1,100,2935,0,1
45,read,515760,1,100,336322,2,0
46,read,2221,1,100,2184,0,0
47,read,300386,1,100,348204,2,0
48,read,97727,1,100,175009,1,0
49,read,4358,1,100,169609,1,0
50,read,184,1,100,2013,0,0
51,read,2798,1,100,3126,0,1
52,read,54716,1,100,335771,2,0
53,read,4975,1,100,158758,1,0
54,read,387915,1,100,334439,2,0
55,read,84,1,100,1933,0,0
56,read,22,1,100,1703,0,0
57,read,1,1,100,1623,0,0
58,read,7946,1,100,175670,1,0
59,read,13361,1,100,175921,1,0
60,read,981,1,100,2234,0,0
61,read,4,1,100,1633,0,0
62,read,359,1,100,1913,0,0
63,read,132,1,100,1633,0,0
64,read,15,1,100,1713,0,0
65,read,4629,1,100,2765,0,1
66,read,1,1,100,1563,0,0
67,read,944,1,100,2004,0,0
68,read,4514,1,100,1914,0,0
69,read,18,1,100,1593,0,0
70,read,30578,1,100,182333,1,0
71,read,66711,1,100,171051,1,1
72,read,59,1,100,1713,0,0
73,read,292035,1,100,175390,1,0
74,read,867,1,100,2244,0,0
75,read,18021,1,100,167324,1,0
