op_no,op_type,target_id,rows_returned,bytes_returned,elapsed_ns,majflt_delta,minflt_delta
1,scan,529691,50,5000,1075682,2,11
2,scan,5396,50,5000,607652,1,1
3,scan,5275,50,5000,7003,0,1
4,scan,194,50,5000,5400,0,0
5,scan,5128,50,5000,6302,0,1
6,scan,184,50,5000,4799,0,0
7,scan,16,50,5000,5651,0,0
8,scan,5,50,5000,4388,0,0
9,scan,8,50,5000,3927,0,0
10,scan,8,50,5000,4047,0,0
11,scan,11930,50,5000,394742,1,0
12,scan,2,50,5000,4148,0,0
13,scan,91,50,5000,5310,0,0
14,scan,13075,50,5000,604887,1,0
15,scan,3,50,5000,4088,0,0
16,scan,1840,50,5000,432312,1,0
17,scan,284,50,5000,589137,1,0
18,scan,7743,50,5000,436170,1,0
19,scan,457135,50,5000,1060303,2,0
20,scan,147058,50,5000,1033452,2,1
21,scan,261339,50,5000,1052138,2,0
22,scan,9,50,5000,4739,0,0
23,scan,2,50,5000,3957,0,0
24,scan,35,50,5000,4489,0,0
25,scan,3619,50,5000,590299,1,0
26,scan,62273,50,5000,1060784,2,0
27,scan,48324,50,5000,1041377,2,0
28,scan,4,50,5000,4308,0,0
29,scan,3576,50,5000,5030,0,0
30,scan,10,50,5000,3967,0,0
31,scan,56256,50,5000,1051166,2,0
32,scan,33652,50,5000,1049753,2,0
33,scan,1184,50,5000,451279,1,0
34,scan,1,50,5000,4158,0,0
35,scan,74,50,5000,4108,0,0
36,scan,8,50,5000,3997,0,0
37,scan,476081,50,5000,1030567,2,1
38,scan,4,50,5000,4298,0,0
39,scan,108,50,5000,4719,0,0
40,scan,7,50,5000,3998,0,0
41,scan,11,50,5000,3947,0,0
42,scan,7432,50,5000,6873,0,1
43,scan,1,50,5000,3927,0,0
44,scan,1688,50,5000,6652,0,1
45,scan,2952,50,5000,564050,1,0
46,scan,13,50,5000,4078,0,0
47,scan,8118,50,5000,418116,1,0
48,scan,1604,50,5000,5670,0,0
49,scan,14785,50,5000,598846,1,0
50,scan,203,50,5000,6132,0,0
51,scan,9271,50,5000,431861,1,0
52,scan,41179,50,5000,609686,1,1
53,scan,129,50,5000,4939,0,0
54,scan,789,50,5000,382830,1,0
55,scan,100626,50,5000,1053299,2,0
56,scan,11,50,5000,4268,0,0
57,scan,2465,50,5000,592874,1,0
58,scan,141754,50,5000,1055224,2,0
59,scan,2,50,5000,4078,0,0
60,scan,42,50,5000,4087,0,0
61,scan,5,50,5000,3948,0,0
