op_no,op_type,target_id,rows_returned,bytes_returned,elapsed_ns,majflt_delta,minflt_delta
1,scan,4091,50,5000,506051,2,10
2,scan,1,50,5000,19327,0,0
3,scan,499,50,5000,179397,1,1
4,scan,1,50,5000,8386,0,0
5,scan,1,50,5000,7944,0,0
6,scan,81580,50,5000,351230,2,0
7,scan,54,50,5000,5140,0,0
8,scan,131386,50,5000,354075,2,0
9,scan,1492,50,5000,177684,1,0
10,scan,1,50,5000,3957,0,0
11,scan,10,50,5000,3937,0,0
12,scan,484,50,5000,4950,0,0
13,scan,7,50,5000,3878,0,0
14,scan,17,50,5000,3938,0,0
15,scan,839,50,5000,6111,0,1
16,scan,534,50,5000,4508,0,0
17,scan,26,50,5000,3978,0,0
18,scan,150,50,5000,5600,0,0
19,scan,97122,50,5000,356009,2,0
20,scan,12860,50,5000,175710,1,0
21,scan,202984,50,5000,336583,2,0
22,scan,15,50,5000,4048,0,0
23,scan,126695,50,5000,6683,0,0
24,scan,6,50,5000,3897,0,0
25,scan,202015,50,5000,179237,1,0
26,scan,479,50,5000,4107,0,0
27,scan,37472,50,5000,345830,2,1
28,scan,18,50,5000,3998,0,0
29,scan,19601,50,5000,183836,1,0
30,scan,1877,50,5000,144181,1,0
31,scan,245379,50,5000,333306,2,0
32,scan,516431,50,5000,346341,2,1
33,scan,1137,50,5000,6442,0,1
34,scan,368031,50,5000,339989,2,0
35,scan,20462,50,5000,169338,1,0
36,scan,13685,50,5000,185879,1,0
37,scan,2,50,5000,3998,0,0
38,scan,309,50,5000,5480,0,0
39,scan,117,50,5000,4228,0,0
40,scan,360,50,5000,4879,0,0
41,scan,667,50,5000,5611,0,0
42,scan,215692,50,5000,332345,2,0
43,scan,276266,50,5000,343827,2,0
44,scan,36431,50,5000,171192,1,0
45,scan,31551,50,5000,180830,1,0
46,scan,15882,50,5000,5580,0,0
47,scan,1295,50,5000,6122,0,0
48,scan,16,50,5000,3968,0,0
49,scan,190048,50,5000,334969,2,0
50,scan,2,50,5000,3988,0,0
51,scan,13,50,5000,3917,0,0
52,scan,130106,50,5000,164539,1,0
53,scan,1,50,5000,3927,0,0
54,scan,3,50,5000,3868,0,0
55,scan,7,50,5000,3888,0,0
56,scan,520,50,5000,3977,0,0
57,scan,1213,50,5000,5370,0,0
58,scan,221698,50,5000,345609,2,0
59,scan,10,50,5000,3938,0,0
60,scan,9290,50,5000,175299,1,0
61,scan,84022,50,5000,165611,1,0
62,scan,101,50,5000,4008,0,0
63,scan,1677,50,5000,17674,0,1
64,scan,28218,50,5000,189527,1,0
65,scan,1707,50,5000,4238,0,0
66,scan,3037,50,5000,155292,1,0
67,scan,26170,50,5000,175780,1,1
68,scan,219155,50,5000,166293,1,0
69,scan,2789,50,5000,6462,0,1
70,scan,7119,50,5000,188605,1,0
71,scan,312,50,5000,4167,0,0
72,scan,54,50,5000,4058,0,0
73,scan,25418,50,5000,174057,1,0
74,scan,27,50,5000,4017,0,0
75,scan,45965,50,5000,329990,2,1
76,scan,1754,50,5000,4739,0,0
77,scan,2,50,5000,3917,0,0
78,scan,3,50,5000,3847,0,0
