op_no,op_type,target_id,rows_returned,bytes_returned,elapsed_ns,majflt_delta,minflt_delta
1,scan,84,50,5000,225614,1,9
2,scan,24848,50,5000,181912,1,0
3,scan,186526,50,5000,172063,1,1
4,scan,19,50,5000,4659,0,0
5,scan,229104,50,5000,343375,2,0
6,scan,343,50,5000,154350,1,0
7,scan,17,50,5000,4358,0,0
8,scan,96,50,5000,4218,0,0
9,scan,3,50,5000,4118,0,0
10,scan,521,50,5000,16091,0,1
11,scan,14027,50,5000,168997,1,0
12,scan,16567,50,5000,172504,1,1
13,scan,126,50,5000,4398,0,0
14,scan,1,50,5000,4078,0,0
15,scan,255,50,5000,5260,0,0
16,scan,269245,50,5000,333627,2,0
17,scan,25101,50,5000,5721,0,1
18,scan,95190,50,5000,339237,2,1
19,scan,77514,50,5000,334008,2,0
20,scan,1,50,5000,4148,0,0
21,scan,717,50,5000,17443,0,1
22,scan,129907,50,5000,452330,2,0
23,scan,34771,50,5000,339047,2,0
24,scan,11,50,5000,4168,0,0
25,scan,433175,50,5000,350729,2,0
26,scan,27,50,5000,4228,0,0
27,scan,13197,50,5000,173105,1,1
28,scan,224314,50,5000,169348,1,0
29,scan,85920,50,5000,177103,1,0
30,scan,10,50,5000,4108,0,0
31,scan,252527,50,5000,332635,2,0
32,scan,173309,50,5000,351671,2,1
33,scan,329621,50,5000,169388,1,1
34,scan,8586,50,5000,172644,1,0
35,scan,33,50,5000,4238,0,0
36,scan,1,50,5000,4108,0,0
37,scan,2458,50,5000,154771,1,0
38,scan,338,50,5000,5000,0,0
39,scan,41,50,5000,4138,0,0
40,scan,3273,50,5000,173206,1,1
41,scan,4882,50,5000,171252,1,0
42,scan,79225,50,5000,5941,0,1
43,scan,601,50,5000,5290,0,0
44,scan,4,50,5000,4118,0,0
45,scan,5687,50,5000,187483,1,0
46,scan,103628,50,5000,325272,2,1
47,scan,200224,50,5000,341562,2,0
48,scan,2432,50,5000,5320,0,0
49,scan,263,50,5000,4228,0,0
50,scan,26945,50,5000,177924,1,1
51,scan,10,50,5000,4178,0,0
52,scan,27,50,5000,4128,0,0
53,scan,36,50,5000,4127,0,0
54,scan,21,50,5000,4148,0,0
55,scan,21,50,5000,4167,0,0
56,scan,41479,50,5000,344458,2,0
57,scan,315,50,5000,4388,0,0
58,scan,122,50,5000,4238,0,0
59,scan,13,50,5000,4158,0,0
60,scan,269,50,5000,4188,0,0
61,scan,1242,50,5000,6893,0,1
62,scan,536387,50,5000,342755,2,1
63,scan,87,50,5000,4288,0,0
64,scan,2401,50,5000,5370,0,0
65,scan,1,50,5000,4709,0,0
66,scan,29,50,5000,4158,0,0
67,scan,348,50,5000,6463,0,0
68,scan,3,50,5000,4118,0,0
69,scan,687,50,5000,5190,0,0
70,scan,562600,50,5000,347393,2,1
71,scan,1,50,5000,4168,0,0
72,scan,968,50,5000,5390,0,0
73,scan,2,50,5000,4098,0,0
74,scan,34222,50,5000,148500,1,0
75,scan,84,50,5000,4318,0,0
76,scan,13,50,5000,4078,0,0
77,scan,421,50,5000,5630,0,0
78,scan,11,50,5000,4048,0,0
79,scan,103,50,5000,4177,0,0
80,scan,417,50,5000,4158,0,0
81,scan,66,50,5000,4128,0,0
82,scan,3,50,5000,4158,0,0
83,scan,115,50,5000,4298,0,0
84,scan,46047,50,5000,174888,1,0
85,scan,420,50,5000,4278,0,0
86,scan,844,50,5000,5541,0,0
87,scan,195,50,5000,4449,0,0
88,scan,397,50,5000,4208,0,0
89,scan,38468,50,5000,179558,1,0
90,scan,2,50,5000,4138,0,0
91,scan,84370,50,5000,169779,1,0
92,scan,50670,50,5000,351961,2,0
93,scan,1,50,5000,4218,0,0
94,scan,9,50,5000,4128,0,0
95,scan,132,50,5000,4158,0,0
96,scan,102,50,5000,4108,0,0
97,scan,358301,50,5000,323898,2,0
98,scan,52,50,5000,4218,0,0
99,scan,17,50,5000,4228,0,0
100,scan,203,50,5000,4187,0,0
101,scan,46,50,5000,4218,0,0
102,scan,12929,50,5000,5400,0,0
103,scan,2102,50,5000,6983,0,1
104,scan,91667,50,5000,179818,1,0
105,scan,4,50,5000,4168,0,0
106,scan,58,50,5000,4278,0,0
107,scan,8,50,5000,4088,0,0
108,scan,9290,50,5000,171863,1,0
109,scan,120,50,5000,4298,0,0
110,scan,2,50,5000,4098,0,0
111,scan,45086,50,5000,160792,1,0
112,scan,951,50,5000,4769,0,0
113,scan,173328,50,5000,4920,0,0
114,scan,1,50,5000,4057,0,0
115,scan,7,50,5000,4188,0,0
116,scan,5,50,5000,4077,0,0
117,scan,1,50,5000,4148,0,0
118,scan,6,50,5000,4027,0,0
119,scan,698,50,5000,4248,0,0
120,scan,417,50,5000,4138,0,0
121,scan,1285,50,5000,5180,0,0
122,scan,16985,50,5000,167154,1,0
123,scan,153,50,5000,4338,0,0
124,scan,39312,50,5000,174047,1,0
125,scan,182,50,5000,4278,0,0
126,scan,81529,50,5000,174528,1,0
127,scan,148,50,5000,4248,0,0
128,scan,29,50,5000,4198,0,0
129,scan,750,50,5000,4579,0,0
130,scan,123786,50,5000,166674,1,0
131,scan,870,50,5000,4559,0,0
132,scan,387,50,5000,4208,0,0
133,scan,4,50,5000,4157,0,0
134,scan,4,50,5000,4048,0,0
135,scan,1467,50,5000,6953,0,1
136,scan,141983,50,5000,349447,2,0
137,scan,36353,50,5000,166773,1,0
138,scan,185390,50,5000,170370,1,0
139,scan,686,50,5000,4388,0,0
140,scan,130,50,5000,4198,0,0
141,scan,2,50,5000,4147,0,0
142,scan,2262,50,5000,5811,0,0
143,scan,2,50,5000,4158,0,0
144,scan,18,50,5000,4198,0,0
145,scan,21408,50,5000,181160,1,1
